"continent","country","GADM_level_1","GADM_level_2","region_custom","region_detail","ISO_2","kingdom","phylum","class","order","group","language","source_link","source_name","year","file_hash"
"South America","Bolivia","NA","NA","Andes","NA","BO","Plantae",NA,NA,NA,"Flora","Spanish","https://www.researchgate.net/profile/Margoth-Atahuachi/publication/260551402_Libro_rojo_de_la_flora_amenazada_de_Bolivia_Volumen_I_-_Zona_Andina/links/570707d208aefb22b09349fe/Libro-rojo-de-la-flora-amenazada-de-Bolivia-Volumen-I-Zona-Andina.pdf","Libro Rojo De la Flora Amenazada de Bolivia Volumen I – Zona Andina","2012","new_80123b33ecf61451b4ee1a5d2a564803"
"South America","Bolivia","NA","NA","Tierras Bajas","NA","BO","Plantae",NA,NA,NA,"Flora","Spanish","https://drive.google.com/file/d/1kHQ-HC1STepkNLhLjuoFbTZ5tlsTA7kI/view","LIBRO ROJO DE PLANTAS AMENAZADAS DE LAS TIERRAS BAJAS DE BOLIVIA","2020","fb9bf8e804f6055e3dd17fa54985e19d41b5b8268dca95d2c160ea5a558031a4"
"South America","Bolivia","NA","NA","NA","NA","BO","Plantae",NA,NA,NA,"Flora","Spanish","https://archive.nationalredlist.org/files/2015/02/1.1-libro-rojo-parientes-silvestres-de-cultivos_mmaya_2009.pdf","LIBRO ROJO DE PARIENTES SILVESTRES DE CULTIVOS DE BOLIVIA","2009","d665d81a21cd482dd7c85fbc8dc8c59f4cf579d94beb4126b28cd4947eea8165"
"South America","Bolivia","NA","NA","NA","NA","BO","Plantae",NA,NA,NA,"Flora","Spanish","https://www.cerradosdebolivia.museonoelkempff.org/docs/libro_rojo_cerrados_bolivia.pdf","Libro Rojo de las Plantas de los Cerrados del Oriente Boliviano","2010","8d3c278b2cade8eef09f5401ce01f150ea76fcb3ae68ea943dd6214579bee6d8"
"South America","Venezuela","NA","NA","NA","NA","VE","Animalia",NA,NA,NA,"Fauna","Spanish","https://search.worldcat.org/cs/title/35225447","Libro Rojo de la Fauna Venezoleana","1995","new_64fa681d1e8e2b231873f95fe598c302"
"South America","Venezuela","NA","NA","NA","NA","VE","Animalia",NA,NA,NA,"Fauna","Spanish","https://www.abebooks.co.uk/Libro-Rojo-Fauna-Venezolana-Rodr%C3%ADguez-Rojas-Su%C3%A1rez/30836878957/bd","Libro Rojo de la Fauna Venezoleana","1999","new_ca02e28017ac21b9dea0437a095d3ea4"
"South America","Venezuela","NA","NA","NA","NA","VE","Animalia",NA,NA,NA,"Fauna","Spanish","https://indico.ictp.it/event/a08145/session/58/contribution/37/material/3/0.pdf","Libro Rojo de la Fauna Venezoleana","2008","c8cae850e2c2c59c4fc8751823dde5e1fff29fed7ddfd80ce855974dbbf34f97"
"South America","Venezuela","NA","NA","NA","NA","VE","Animalia",NA,NA,NA,"Fauna","Spanish","https://www.provita.org.ve/wp-content/uploads/2022/09/Provita_Libro_Rojo_Fauna_Venezolana_4ed_Rodriguez-et-al-2015.pdf","Libro Rojo de la Fauna Venezoleana","2015","6b3cbfdd4e3bf50958c5405c0041ba1787bd5d08ec777619cdf219d8ea4bb0d0"
"South America","Venezuela","NA","NA","NA","NA","VE","Plantae",NA,NA,NA,"Flora","Spanish","https://bibliofep.fundacionempresaspolar.org/media/1377731/i_flora_venezolana.pdf","Libro Rojo de la Flora Venezoleana","2003","14b8d3c452ec15086f9107ae18fe58a2e0c84a810a1b0f03315e084e0c53fa7f"
"South America","Venezuela","NA","NA","NA","NA","VE","Plantae",NA,NA,NA,"Flora","Spanish","https://www.provita.org.ve/wp-content/uploads/2022/09/Provita_2020_Libro_Rojo_de_la_Flora_Venezolana.pdf","Libro Rojo de la Flora Venezoleana","2020","d41a4e9db58ecc2d5fb53cdc08c5f5fc7bb5b4e2b71bb7e2fc7b344560743eae"
"South America","Chile","NA","NA","NA","NA","CL","Plantae",NA,NA,NA,"Flora","Spanish","https://bibliotecadigital.ciren.cl/items/edb361a0-107b-48ac-a1d0-fece82bd54b1","Libro rojo de la flora terrestre de Chile (Primera parte)","1989","aed7fb5b5e0adbbc76444efec9c3f1e57b28babb7dd3e906436de919edcbd978"
"South America","Chile","NA","NA","NA","NA","CL","Plantae",NA,NA,NA,"Flora","Spanish","https://bibliotecadigital.ciren.cl/items/a766f31a-3b49-445e-a533-dd706b2af4d3","Libro rojo de la flora terrestre de Chile : actas del simposio","1989","78657ea5de982fe6cabab2bd01817dd6b87d73ede95bb9abff120c1fde137fd6"
"South America","Chile","Coquimbo","NA","NA","NA","CL","Plantae",NA,NA,NA,"Flora","Spanish","https://bibliotecadigital.ciren.cl/items/de22edd9-da46-4234-bb56-6565ba18a57a","Libro rojo de la flora nativa y de los sitios prioritarios para su conservación : Región de Coquimbo","2000","e59e6722687a272d4dcf15b81e9f8b05cedd8284fd3fab038a826663be1aad1d"
"South America","Chile","Atacama","NA","NA","NA","CL","Plantae",NA,NA,NA,"Flora","Spanish","https://bibliotecadigital.ciren.cl/items/8132683f-f2fa-4e77-b3fd-3559db9aef6f","Libro rojo de la flora nativa y de los sitios prioritarios para su conservación : Región de Atacama","2008","f5b541ea6c0ee003c9f10c15127d67af4168288ce1868661e41bd7631506f2fa"
"South America","Chile","NA","NA","NA","NA","CL","Animalia",NA,NA,NA,"Fauna","Spanish","http://especies.mma.gob.cl/CNMWeb/Web/WebCiudadana/especies_amenazadas.aspx","Especies Amenazadas de Chile","2024","new_f48cd3e9a10532dd72d701dd17c1bbbc"
"South America","Chile","NA","NA","NA","NA","CL","Plantae",NA,NA,NA,"Flora","Spanish","http://especies.mma.gob.cl/CNMWeb/Web/WebCiudadana/especies_amenazadas.aspx","Especies Amenazadas de Chile","2024","new_6e2a510359328f13f3e77846c2dccf19"
"South America","Chile","NA","NA","NA","NA","CL","Animalia","Chordata",NA,NA,"Vertebrates","Spanish","https://bibliotecadigital.infor.cl/handle/20.500.12220/427","Red list of chilean terrestrial vertebrates","1987","new_efbc7bc59f71e64361a3efcf9f37eaf4"
"South America","Colombia","NA","NA","NA","NA","CO","Animalia","Chordata","Aves",NA,"Birds","Spanish","https://observatorio.epacartagena.gov.co/ftp-uploads/pub-libro-rojo-de-aves-colombia.pdf","Libro rojo de aves de Colombia","2002","842da0fad7d4d0feec8fe32c70e53b061901d1d64e70f2e3229f97bd4d3c4a2c"
"South America","Colombia","NA","NA","NA","NA","CO","Animalia","Chordata","Aves",NA,"Birds","Spanish","https://www.minambiente.gov.co/direccion-de-bosques-biodiversidad-y-servicios-ecosistemicos/libros-rojos/","Libro Rojo de Aves de Colombia – Volumen I","2014","9ec7abbdc0c6884ba74bdeafa180365766e991d1ef6ed1a614e0c8f285d5aed9"
"South America","Colombia","NA","NA","NA","NA","CO","Animalia","Chordata","Aves",NA,"Birds","Spanish","https://www.minambiente.gov.co/direccion-de-bosques-biodiversidad-y-servicios-ecosistemicos/libros-rojos/","Libro Rojo de Aves de Colombia – Volumen II","2016","7a257828d444a759aeb8f07929093128eced3ba4c7d1fc88d0639618e248bc00"
"South America","Colombia","NA","NA","NA","NA","CO","Animalia",NA,NA,NA,"Marine Invertebrates","Spanish","https://www.minambiente.gov.co/wp-content/uploads/2021/10/Libro-Rojo-de-Invertebrados-Marinos-de-Colombia.pdf","Libro rojo de invertebrados marinos de Colombia","2002","54227ecf15390d30f505f64720a0ad452a6707eec12232959c848ce422b85abd"
"South America","Colombia","NA","NA","NA","NA","CO","Animalia",NA,NA,NA,"Marine Invertebrates","Spanish","https://www.researchgate.net/publication/367298534_Libro_rojo_de_invertebrados_marinos_de_Colombia_Penaeus_schmitti","Libro rojo de invertebrados marinos de Colombia","2022","964a36a8b48420a63ef3b6f42aed2987a66ec710000fcbb1e530b9a206d5e3a9"
"South America","Colombia","NA","NA","NA","NA","CO","Animalia","Arthropoda",NA,NA,"Freshwater Crustaceans","Spanish","https://repository.humboldt.org.co/entities/publication/a8d9c034-ec59-4457-9dc3-89f969eff52c","Libro Rojo de Cangrejos Dulceacuícolas de Colombia","2016","09344988984697e05552dc80aa0ea89b7463868822677e700dd9f8206783058e"
"South America","Colombia","NA","NA","NA","NA","CO","Animalia",NA,NA,NA,"Terrestrial Invertebrates","Spanish","https://www.minambiente.gov.co/wp-content/uploads/2021/10/Libro-Rojo-de-los-Invertebrados-terrestres-de-Colombia.pdf","Libro Rojo de los Invertebrados terrestres de Colombia","2007","c01a8c433e83d6ca7441846089cfd3a11a1ed09c5412c2ae0d72ac1577740a97"
"South America","Colombia","NA","NA","NA","NA","CO","Animalia","Chordata",NA,NA,"Freshwater Fishes","Spanish","https://www.minambiente.gov.co/wp-content/uploads/2021/10/Libro-Rojo-de-Peces-Dulceacui%CC%81colas-de-Colombia.pdf","Libro rojo de Peces Dulceacuícolas de Colombia","2012","f4f3b60d4ee2559e4ae2548b803295d74da95359104e758eb8b2805030856f7b"
"South America","Colombia","NA","NA","NA","NA","CO","Animalia","Chordata",NA,NA,"Marine Fishes","Spanish","https://www.minambiente.gov.co/wp-content/uploads/2021/10/Libro-Rojo-de-Peces-Marinos-de-Colombia.pdf","Libro Rojo de Peces Marinos de Colombia","2017","e28052d782d2f917d84d54bb0a4c0058c314819705854eed43db2c83b3fe10c5"
"South America","Colombia","NA","NA","NA","NA","CO","Plantae",NA,NA,NA,"Spermatophytes","Spanish","https://www.minambiente.gov.co/wp-content/uploads/2021/10/Libro-Rojo-de-Plantas-Fanero%CC%81gamas-de-Colombia.pdf","Libro rojo de plantas fanerógamas de Colombia Volumen 1","2002","335ae18ef759998170389a726bffed54533a169955bbee60f49480eb07ccb8e2"
"South America","Colombia","NA","NA","NA","NA","CO","Plantae",NA,NA,NA,"Palms","Spanish","https://www.researchgate.net/publication/279204797_Libro_Rojo_de_Plantas_de_Colombia_Volumen_2_Palmas_Frailejones_y_Zamias","Libro rojo de plantas fanerógamas de Colombia Volumen 2","2005","new_dfa68261a6a61f72d048caa0e7467907"
"South America","Colombia","NA","NA","NA","NA","CO","Plantae",NA,NA,"Poales","Bromeliads","Spanish","https://repository.humboldt.org.co/entities/publication/9fd28076-0d3d-4028-8b05-09e5906a792b","Libro rojo de plantas fanerógamas de Colombia Volumen 3","2006","2ba7206dc25a9c3b7c5b576e2d2af4dafac2836f7dddc90a9401f2214925ac9c"
"South America","Colombia","NA","NA","NA","NA","CO","Plantae",NA,NA,NA,"Trees","Spanish","https://www.minambiente.gov.co/wp-content/uploads/2021/10/Libro-Rojo-de-Plantas-de-Colombia-Volumen-4.pdf","Libro rojo de plantas fanerógamas de Colombia Volumen 4","2007","191d76738f1e5eb3faab2abe6766a3057899918a866f31089457b9ec2bdf0a53"
"South America","Colombia","NA","NA","NA","NA","CO","Plantae",NA,NA,"Magnoliales","Magnoliaceae","Spanish","https://www.minambiente.gov.co/wp-content/uploads/2021/10/Libro-Rojo-de-Plantas-de-Colombia-Volumen-4.pdf","Libro rojo de plantas fanerógamas de Colombia Volumen 5","2007","791792e85937b03ce48fa9404e7376a99a56ba5b84f6dffe94b0aa0620e90ec5"
"South America","Colombia","NA","NA","NA","NA","CO","Plantae",NA,NA,"Asparagales","Orchids","Spanish","https://www.minambiente.gov.co/wp-content/uploads/2021/10/Libro-Rojo-de-Plantas-de-Colombia-Volumen-4.pdf","Libro rojo de plantas fanerógamas de Colombia Volumen 6","2007","450df177981beda8f3c4df898d9ee34f03a04c58e7e8aa4aa2c2eedfb2a6642d"
"South America","Colombia","NA","NA","NA","NA","CO","Plantae",NA,"Polypodiopsida",NA,"Tree Ferns","Spanish","https://www.minambiente.gov.co/wp-content/uploads/2021/10/Libro-Rojo-de-Plantas-de-Colombia-Volumen-4.pdf","Libro rojo de plantas fanerógamas de Colombia Volumen 7","2019","d6d49bd430a403481797f78f272b6f735b5a4cf30377f876dfc5e7537e3e0b62"
"South America","Colombia","NA","NA","NA","NA","CO","Animalia","Chordata","Reptilia",NA,"Reptiles","Spanish","https://www.minambiente.gov.co/wp-content/uploads/2021/10/Libro-Rojo-de-Reptiles-de-Colombia-2015.pdf","Libro Rojo de Reptiles de Colombia","2015","b323135b366c66b8e7bb29fced535a4c925ed132816cbd715be518a0b24dcbdb"
"South America","Colombia","NA","NA","NA","NA","CO","Animalia","Chordata","Amphibia",NA,"Amphibians","Spanish","https://ecopedia.cvc.gov.co/sites/default/files/archivosAdjuntos/libro_rojo_de_anfibios_valle_del_cauca.pdf","Libro Rojo de los Anfibios del Valle del Cauca","2010","c627eb0592656c753c64f62d7f2c70839878fbd8f30597fc168b7b8420a245d5"
"South America","Colombia","NA","NA","NA","NA","CO","Animalia","Chordata","Mammalia",NA,"Mammals","Spanish","https://centrodocumentacion.invemar.org.co/cgi-bin/koha/opac-detail.pl?biblionumber=11241","Libro rojo de los mamíferos de Colombia","2006","a9f2d32330827f433780e9bd10769db911fbfc808ee2deb700c29506f0888697"
"South America","Colombia","NA","NA","NA","NA","CO","Animalia",NA,NA,NA,"Fauna","Spanish","https://biodiversidad.co/post/2024/lista-especies-amenazadas-colombia/","Nueva lista de especies amenazadas en Colombia al detalle","2024","80527ebb6afaa56ef504185ab7e11459605735da8e33e41a7d7aae6752e1d2ef"
"South America","Colombia","NA","NA","NA","NA","CO","Plantae",NA,NA,NA,"Flora","Spanish","https://biodiversidad.co/post/2024/lista-especies-amenazadas-colombia/","Nueva lista de especies amenazadas en Colombia al detalle","2024","c163e2ba0e3cb213fc3d2fef9e3160bd36b4a49433bf81cafc42c69e70a4a748"
"South America","Colombia","NA","NA","NA","NA","CO","Fungi",NA,NA,NA,"Fungi","Spanish","https://biodiversidad.co/post/2024/lista-especies-amenazadas-colombia/","Nueva lista de especies amenazadas en Colombia al detalle","2024","85758b5d1cfbc9130a5880957d1739927605e117ad23ca0a2de3b54bbcb1e58d"
"South America","Ecuador","NA","NA","NA","NA","EC","Animalia","Chordata","Aves",NA,"Birds","Spanish","http://mesadeayuda.ambiente.gob.ec/joomla/index.php/34-noticias-relevantes/26-listas-rojas-de-especies","Lista Roja de las Aves continentales y de Galápagos del Ecuador","2018","265585fbed39ec04615cbbbd0e44113d1a8300f79ab97674da27224855c5d5ff"
"South America","Ecuador","NA","NA","NA","NA","EC","Animalia","Chordata","Aves",NA,"Birds Ecuador","Spanish","http://mesadeayuda.ambiente.gob.ec/joomla/index.php/34-noticias-relevantes/26-listas-rojas-de-especies","Lista Roja de las Aves continentales y de Galápagos del Ecuador","2018","cf18763e2b28731d4aa589bf0d2234d2faa6017e2b8ed7f5d7bfa01ca526a6c2"
"South America","Ecuador","Galápagos","NA","NA","NA","EC","Animalia","Chordata","Aves",NA,"Birds Galapagos","Spanish","http://mesadeayuda.ambiente.gob.ec/joomla/index.php/34-noticias-relevantes/26-listas-rojas-de-especies","Lista Roja de las Aves continentales y de Galápagos del Ecuador","2018","new_61e4b04746bcee1ad1be376ff621e958"
"South America","Ecuador","NA","NA","NA","NA","EC","Animalia","Chordata",NA,NA,"Freshwater Fishes","Spanish","http://mesadeayuda.ambiente.gob.ec/joomla/index.php/34-noticias-relevantes/26-listas-rojas-de-especies","Lista Roja de los Peces dulceacuícolas del Ecuador","2019","d54b516f7fd5ce30d712a7366c49cc667b5b11c218a954a2db2689fa82fd8963"
"South America","Ecuador","NA","NA","NA","NA","EC","Plantae",NA,"Liliopsida","Arecales","Palms","Spanish","http://mesadeayuda.ambiente.gob.ec/joomla/index.php/34-noticias-relevantes/26-listas-rojas-de-especies","Lista Roja de Palmas del Ecuador","2018","508a62b87d6cda2ef8bd43a88ce5fed2abaf0c71c5e8815b6561aade5f4ec14d"
"South America","Ecuador","NA","NA","NA","NA","EC","Plantae",NA,NA,"Asparagales","Orchids","Spanish","http://mesadeayuda.ambiente.gob.ec/joomla/index.php/34-noticias-relevantes/26-listas-rojas-de-especies","Lista Roja de Orquídeas del Ecuador","2019","d1cef213264b32f9462304cc2d38d0d9eb2349046c19ab8ee4c54f842f4f8030"
"South America","Ecuador","NA","NA","NA","NA","EC","Animalia","Chordata","Amphibia",NA,"Amphibians","Spanish","http://mesadeayuda.ambiente.gob.ec/joomla/index.php/34-noticias-relevantes/26-listas-rojas-de-especies","Lista Roja de los Anfibios del Ecuador","2021","954ad2e91e88eca00af49a830f4def598504b16398498fa7b20cdcd9dabaab2a"
"South America","Ecuador","NA","NA","NA","NA","EC","Animalia","Chordata","Mammalia",NA,"Mammals","Spanish","http://mesadeayuda.ambiente.gob.ec/joomla/index.php/34-noticias-relevantes/26-listas-rojas-de-especies","Lista Roja de los Mamíferos del  Ecuador","2021","9db2faa2e6a3c6ffc497b93c9aaa329cb43781ecc90822e592ddaf5e2a52d3f6"
"South America","Ecuador","NA","NA","NA","NA","EC","Animalia","Chordata","Mammalia",NA,"Mammals","Spanish","https://www.researchgate.net/profile/Diego-Tirira/publication/315793476_Libro_Rojo_de_los_mamiferos_del_Ecuador/links/58e573de45851547e17f7c07/Libro-Rojo-de-los-mamiferos-del-Ecuador.pdf","Libro Rojo de los mamíferos del Ecuador","2001","b468605c0f371962ebabfc3933ad3f714b8610b01e63e5a09fef753f17910fa1"
"South America","Ecuador","NA","NA","NA","NA","EC","Plantae",NA,NA,NA,"Flora","Spanish","https://www.researchgate.net/publication/318970039_Libro_Rojo_de_las_Plantas_Endemicas_del_Ecuador","Libro Rojo de las Plantas Endémicas del Ecuador","2011","82b1744c3e505b99b3344cc2a9f18d2d3186503d255aeefece7c2de3e245fad2"
"South America","Paraguay","NA","NA","NA","NA","PY","Animalia","Chordata","Mammalia",NA,"Mammals","Spanish","https://www.conacyt.gov.py/sites/default/files/upload_editores/u294/material-VEVE-16-94_libro_rojo.pdf","Libro Rojo de los Mamíferos del Paraguay Especies amenazadas de extinción","2017","9bd3110cdc456e629b397afd328792e1f7112a71e6756e553add0cf1f13ea7f9"
"South America","Paraguay","NA","NA","NA","NA","PY","Animalia","Chordata","Reptilia",NA,"Reptiles","Spanish","https://www.mades.gov.py/wp-content/uploads/2020/12/24_Supl_1_2019_BolMusNacHistNatParag_L.pdf","ESTADO DE CONSERVACIÓN Y LISTA ROJA DE LOS ANFIBIOS DEL PARAGUAY","2020","1eb97030051a6aab7c2c24f1dcafbef6425de5c59f6f10ea52f79889803fbe36"
"South America","Paraguay","NA","NA","NA","NA","PY","Animalia","Chordata","Amphibia",NA,"Amphibians","Spanish","https://apah.org.py/wp-content/uploads/2022/03/23_Supl_1_2019_BolMusNacHistNatParag-1_compressed-1.pdf","ESTADO DE CONSERVACIÓN Y LISTA ROJA DE LOS ANFIBIOS DEL PARAGUAY","2019","ae244e18fcb81ab7aee65a73dc8067ad529152f99889977af0f2c68111fe4832"
"South America","Argentina","NA","NA","NA","NA","AR","Animalia","Chordata","Mammalia",NA,"Mammals","Spanish","https://www.sarem.org.ar/libros/","Libro Rojo de mamíferos amenazados de la Argentina","2012","49ffc5848993beb542be396ee88bbb005fe9a8df94a96dea9d6c5db93f95690e"
"South America","Argentina","NA","NA","NA","NA","AR","Animalia","Chordata","Mammalia",NA,"Mammals","Spanish","https://www.sarem.org.ar/libros/","Libro Rojo de mamíferos amenazados de la Argentina","2000","c3d2a80207d05666b85ad871cd644f8e7e9b5098bdee72d0e124c34f5087c3a9"
"South America","Argentina","NA","NA","NA","NA","AR","Animalia","Chordata","Mammalia",NA,"Mammals","Spanish","https://www.sarem.org.ar/libros/","Libro Rojo de mamíferos y aves amenazados de la Argentina","1997","16d161cbcd7a82e9b9cd1e17e7864a5421fcca092a22f2dba95e9fd7bb1a52f4"
"South America","Argentina","NA","NA","NA","NA","AR","Animalia","Chordata","Aves",NA,"Birds","Spanish","https://www.sarem.org.ar/libros/","Libro Rojo de mamíferos y aves amenazados de la Argentina","1997","16d161cbcd7a82e9b9cd1e17e7864a5421fcca092a22f2dba95e9fd7bb1a52f4"
"South America","Argentina","Buenos Aires","NA","NA","NA","AR","Plantae",NA,NA,NA,"Flora","Spanish","https://www.researchgate.net/publication/260106241_Delucchi_G_Las_especies_vegetales_amenazadas_de_la_provincia_de_Buenos_Aires_Una_actualizacion_APRONA","Delucchi G. Las especies vegetales amenazadas de la provincia de Buenos Aires: Una actualización. APRONA","2006","37a3f15c413a18caf4c07dafa68b1df84dc588abf1e42d49c1187196b28ae9c5"
"South America","Argentina","NA","NA","Tandilia Mountains","NA","AR","Animalia","Chordata","Reptilia",NA,"Reptiles","English","https://ri.conicet.gov.ar/handle/11336/139060","An annotated list of the reptiles of the highland grassland of Tandilia Mountains, Argentina","2021","e5189c7d8f592e7c8f2e7ac7b741b9ccd0d378218c1e5e1d72866f5f83603c8c"
"South America","Argentina","La Pampa","NA","NA","NA","AR","Animalia",NA,NA,NA,"Fauna","Spanish","https://www.losquesevan.com/categorizacion-de-fauna-silvestre-de-la-provincia-de-la-pampa-2012.1999c","Categorización de Fauna Silvestre de la Provincia de La Pampa (2012)","2012","ff0ec5388ec187b5b6a1753f5a3177593c60de650d3e17624c8bbc439d145636"
"South America","Argentina","NA","NA","NA","NA","AR","Animalia","Chordata","Aves",NA,"Birds","Spanish","https://avesargentinas.org.ar/sites/default/files/Categorizacion-de-aves-de-la-Argentina.pdf","Categorización de las Aves de la Argentina SEGÚN SU ESTADO DE CONSERVACIÓN","2017","556d3ada96f42f68bc29223dac1179a3204c180ae82ff9730bf1c9b3d895e2c6"
"South America","Argentina","NA","NA","NA","NA","AR","Animalia","Chordata","Amphibia",NA,"Amphibians","Spanish","https://ri.conicet.gov.ar/bitstream/handle/11336/44324/CONICET_Digital_Nro.5098c260-22f0-4ccd-beeb-c3b21ed02434_C.pdf?sequence=6&isAllowed=y","Categorización del estado de conservación de los anfibios de la República Argentina","2012","7f66d5a2ecb6d682c0db54a4da5145e3ec51079241f002bfc8f8c3364a7766a7"
"South America","Argentina","NA","NA","NA","NA","AR","Animalia","Chordata","Reptilia","Crocodilia","Caimans","Spanish","http://www.scielo.org.ar/scielo.php?pid=S1852-57682012000300006&script=sci_arttext","Categorización del estado de conservación de los caimanes (yacarés) de la República Argentina","2012","8fc87d831f5c6b9ae9372e460b160520d221adcbd3883964eb485b1de4fe1493"
"South America","Argentina","NA","NA","NA","NA","AR","Animalia","Chordata","Reptilia","Testudines","Turtles","Spanish","http://www.scielo.org.ar/scielo.php?pid=S1852-57682012000300005&script=sci_arttext&tlng=pt","Categorización del estado de conservación de las tortugas de la República Argentina","2012","8644df3fea00ebae53c7c4400a7ad33879ad9a79167851779bd4120e666c8d96"
"South America","Argentina","NA","NA","NA","NA","AR","Animalia","Chordata","Reptilia","Squamata","Lizards And Worm-Lizards","Spanish","http://www.scielo.org.ar/scielo.php?pid=S1852-57682012000300003&script=sci_arttext&tlng=pt","Categorización del estado de conservación de de las lagartijas y anfisbenas de la República Argentina","2012","13dcb7e0fb2f7ce4dfe467836527a9b57e629497d801613e46bef96883094a29"
"South America","Argentina","NA","NA","NA","NA","AR","Animalia","Chordata","Reptilia","Squamata","Snakes","Spanish","http://www.scielo.org.ar/scielo.php?pid=S1852-57682012000300004&script=sci_arttext","Categorización del estado de conservación de las Serpientes de la República Argentina","2012","131d0f32fd6d76f1a8b72fb2e0902869752582383fc15900b4190afbeec1b984"
"South America","Argentina","NA","NA","NA","NA","AR","Animalia","Chordata","Mammalia",NA,"Mammals","Spanish","https://cma.sarem.org.ar/","Categorización 2019 de los mamíferos de Argentina según su riesgo de extinción","2019","new_0a97a91dba2ffd9c5db54391b2d47143"
"South America","Argentina","NA","NA","NA","NA","AR","Animalia","Chordata","Aves",NA,"Birds","Spanish","https://www.academia.edu/3136153/Categorizaci%C3%B3n_de_las_aves_de_la_Argentina_seg%C3%BAn_su_estado_de_conservaci%C3%B3n","Categorización de las Aves de la Argentina SEGÚN SU ESTADO DE CONSERVACIÓN","2008","b17c48101b6182a608ff1c108a172395d46e18354bd6c4cf8af6362475b4f9df"
"South America","Peru","NA","NA","NA","NA","PE","Animalia",NA,NA,NA,"Fauna","Spanish","https://sinia.minam.gob.pe/documentos/libro-rojo-fauna-silvestre-amenazada-peru","Libro Rojo de la Fauna Silvestre Amenazada del Perú","2018","11ba140095e69356d806ff7ca7f71a2c9ac34b5b4b229e06504cd79c223a4ef8"
"South America","Peru","NA","NA","NA","NA","PE","Plantae",NA,NA,NA,"Flora","Spanish","https://www.geogpsperu.com/2015/10/el-libro-rojo-de-las-plantas-endemicas.html","Libro Rojo de las Plantas Endémicas del Perú","2006","7a690cd19b508ad9a3b8686c9232a2ff4c0edef790f15a7dce0cbda19e11ced4"
"South America","Peru","Loreto","NA","NA","NA","PE","Animalia","Chordata","Amphibia",NA,"Amphibians","Spanish","https://revistasinvestigacion.unmsm.edu.pe/index.php/rpb/article/view/21912/17584","Lista actualizada de los anfibios del departamento de Loreto","2021","ba8ca7a10960e630849b78f0300c7381ce55b2c842fdf81c3ce8bf144fdf4067"
"South America","Peru","Loreto","NA","NA","NA","PE","Animalia","Chordata","Reptilia",NA,"Reptiles","Spanish","https://revistasinvestigacion.unmsm.edu.pe/index.php/rpb/article/view/21913/17585","Lista actualizada de los reptiles del departamento de Loreto","2021","5f7ddc6dbb2e4f685e61396a17723b026091e120028f586854f8a200a6fa1d5f"
"South America","Peru","NA","NA","NA","NA","PE","Plantae",NA,NA,"Caryophyllales","Cactaceae","Spanish","http://www.scielo.org.pe/pdf/rpb/v13n2/v13n02a027.pdf","Cactaceae endémicas del Perú","2006","2f932f6ea8255bea02de74f983373393adf7a16da9c06f8ce9814d79f4b76192"
"South America","Peru","NA","NA","NA","NA","PE","Plantae",NA,NA,"Apiales","Apiaceae","Spanish","http://www.scielo.org.pe/scielo.php?script=sci_abstract&pid=S1727-99332006000200010&lng=en&nrm=is&tlng=en","Apiaceae endémicas del Perú","2006","3428dde65397da52fc121d093804bc671ddffe6e7b77c6b53e64e14d98bc2b3b"
"South America","Uruguay","NA","NA","NA","NA","UY","Animalia","Chordata","Aves",NA,"Birds","Spanish","https://www.gub.uy/ministerio-ambiente/comunicacion/publicaciones/libro-rojo-aves-del-uruguay-biologia-conservacion-aves-peligro-extincion","Libro rojo de las Aves del Uruguay","2017","new_c20cf90aeee12931923511df87cc3a0b"
"South America","Uruguay","NA","NA","NA","NA","UY","Animalia","Chordata","Aves",NA,"Birds","Spanish","https://szu.org.uy/assets/boletin/listarojaavesuruguay.pdf","Lista Roja de las Aves del Uruguay","2012","18ec6dd9c23340bf2be8d865715314d20b212838267238ab20b2e5c26f793874"
"South America","Uruguay","NA","NA","NA","NA","UY","Animalia","Chordata","Amphibia",NA,"Amphibians","Spanish","https://www.gub.uy/ministerio-ambiente/politicas-y-gestion/lista-roja-anfibios-reptiles-del-uruguay","Libro Rojo de los Anfibios y Reptiles del Uruguay","2015","ea850c234f5339da7ba61ce8c8ed42d63e9c822d8fe8c20ff77ce1a020d78e54"
"South America","Uruguay","NA","NA","NA","NA","UY","Animalia","Chordata","Reptilia",NA,"Reptiles","Spanish","https://www.gub.uy/ministerio-ambiente/politicas-y-gestion/lista-roja-anfibios-reptiles-del-uruguay","Libro Rojo de los Anfibios y Reptiles del Uruguay","2015","ea850c234f5339da7ba61ce8c8ed42d63e9c822d8fe8c20ff77ce1a020d78e54"
"South America","Uruguay","NA","NA","NA","NA","UY","Animalia","Chordata","Reptilia",NA,"Reptiles","Spanish","https://ladiaria.com.uy/media/attachments/Libro_rojo_de_los_anfibios_y_reptiles_del_Uruguay.pdf","Libro Rojo de los Anfibios y Reptiles del Uruguay","2019","4b1565f6c9a491741d4b93e6648ea72371de94a221488c6f346356385961f8ae"
"South America","Uruguay","NA","NA","NA","NA","UY","Animalia","Chordata","Amphibia",NA,"Amphibians","Spanish","https://ladiaria.com.uy/media/attachments/Libro_rojo_de_los_anfibios_y_reptiles_del_Uruguay.pdf","Libro Rojo de los Anfibios y Reptiles del Uruguay","2019","4b1565f6c9a491741d4b93e6648ea72371de94a221488c6f346356385961f8ae"
